experiment,label,feature_set,split,holdout,model,n_train,n_test,train_counts,test_counts,accuracy,balanced_accuracy,macro_f1,confusion_matrix
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.1,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.746031746031746,0.638755980861244,0.6499999999999999,"[[40, 4], [12, 7]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.5,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.7619047619047619,0.6202153110047847,0.6257425742574257,"[[43, 1], [14, 5]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,svc_linearish,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.746031746031746,0.6088516746411483,0.6123076923076922,"[[42, 2], [14, 5]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,svc_rbf_c0.5,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.6349206349206349,0.5891148325358851,0.5842180774748924,"[[31, 13], [10, 9]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,rf_leaf3,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.5238095238095238,0.569377990430622,0.5178571428571428,"[[20, 24], [6, 13]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,extra_leaf3,137,63,"{""0"": 53, ""1"": 84}","{""0"": 44, ""1"": 19}",0.49206349206349204,0.5017942583732058,0.4760914760914762,"[[21, 23], [9, 10]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.1,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.676923076923077,0.6554054054054055,0.656084656084656,"[[14, 14], [7, 30]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.5,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.6,0.5965250965250966,0.5953065134099615,"[[16, 12], [14, 23]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,svc_linearish,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.6153846153846154,0.6013513513513513,0.6018132810585641,"[[14, 14], [11, 26]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,svc_rbf_c0.5,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.6307692307692307,0.6061776061776062,0.603658536585366,"[[12, 16], [8, 29]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,rf_leaf3,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.6461538461538462,0.6196911196911197,0.6167649320687003,"[[12, 16], [7, 30]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,extra_leaf3,135,65,"{""0"": 69, ""1"": 66}","{""0"": 28, ""1"": 37}",0.6615384615384615,0.6288610038610039,0.622093023255814,"[[11, 17], [5, 32]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.1,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.5348837209302325,0.5575757575757576,0.5023148148148148,"[[6, 4], [16, 17]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.5,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.6511627906976745,0.6333333333333333,0.5951035781544256,"[[6, 4], [11, 22]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,svc_linearish,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.5813953488372093,0.6575757575757576,0.5622171945701357,"[[8, 2], [16, 17]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,svc_rbf_c0.5,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.5813953488372093,0.5878787878787879,0.5392857142857144,"[[6, 4], [14, 19]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,rf_leaf3,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.5348837209302325,0.5924242424242424,0.5135746606334841,"[[7, 3], [17, 16]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,extra_leaf3,157,43,"{""0"": 87, ""1"": 70}","{""0"": 10, ""1"": 33}",0.5348837209302325,0.5924242424242424,0.5135746606334841,"[[7, 3], [17, 16]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.1,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.7241379310344828,0.7261904761904762,0.7238095238095238,"[[10, 5], [3, 11]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.5,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.6206896551724138,0.6261904761904762,0.6133333333333334,"[[7, 8], [3, 11]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,svc_linearish,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.6206896551724138,0.6309523809523809,0.5894465894465893,"[[5, 10], [1, 13]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,svc_rbf_c0.5,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.6896551724137931,0.6857142857142857,0.6836363636363636,"[[12, 3], [6, 8]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,rf_leaf3,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.6551724137931034,0.6523809523809523,0.6514423076923077,"[[11, 4], [6, 8]]"
visual_drop_smallest_half,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,extra_leaf3,171,29,"{""0"": 82, ""1"": 89}","{""0"": 15, ""1"": 14}",0.6206896551724138,0.6214285714285714,0.6206896551724138,"[[9, 6], [5, 9]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,logistic_c0.1,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6826923076923077,0.6845238095238095,0.6824280558897011,"[[37, 19], [14, 34]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,logistic_c0.5,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6826923076923077,0.6830357142857143,0.6819571865443426,"[[38, 18], [15, 33]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,svc_linearish,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.7115384615384616,0.7172619047619048,0.7114317425083241,"[[36, 20], [10, 38]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,svc_rbf_c0.5,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6442307692307693,0.6458333333333333,0.6439344869066346,"[[35, 21], [16, 32]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,rf_leaf3,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6634615384615384,0.6622023809523809,0.6619299712083218,"[[38, 18], [17, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings,random,,extra_leaf3,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6538461538461539,0.6502976190476191,0.6506159014557671,"[[39, 17], [19, 29]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,logistic_c0.1,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.5555555555555556,0.6230846102598268,0.5552631578947368,"[[34, 45], [7, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,logistic_c0.5,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.5299145299145299,0.6109260493004663,0.5297771282426014,"[[30, 49], [6, 32]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,svc_linearish,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.36752136752136755,0.5043304463690873,0.3372627066748316,"[[9, 70], [4, 34]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,svc_rbf_c0.5,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.6666666666666666,0.6439040639573618,0.6359211681161733,"[[56, 23], [16, 22]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,rf_leaf3,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.41025641025641024,0.4745169886742172,0.41008403361344536,"[[23, 56], [13, 25]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S1,extra_leaf3,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.46153846153846156,0.5466355762824784,0.4601186552406064,"[[24, 55], [8, 30]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,logistic_c0.1,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6694214876033058,0.6903361344537815,0.6692181519956261,"[[39, 31], [9, 42]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,logistic_c0.5,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6859504132231405,0.688655462184874,0.6833333333333333,"[[47, 23], [15, 36]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,svc_linearish,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6776859504132231,0.6682072829131652,0.6686328207288814,"[[51, 19], [20, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,svc_rbf_c0.5,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.48760330578512395,0.5491596638655463,0.43474984930681126,"[[11, 59], [3, 48]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,rf_leaf3,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.5619834710743802,0.6028011204481794,0.5496804999648901,"[[24, 46], [7, 44]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S2,extra_leaf3,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.5537190082644629,0.5956582633053221,0.5398591549295775,"[[23, 47], [7, 44]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,logistic_c0.1,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.527027027027027,0.5416666666666667,0.5163398692810457,"[[14, 10], [25, 25]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,logistic_c0.5,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.6216216216216216,0.6225,0.6030651340996169,"[[15, 9], [19, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,svc_linearish,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5,0.5216666666666667,0.49249304911955516,"[[14, 10], [27, 23]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,svc_rbf_c0.5,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5540540540540541,0.5941666666666667,0.5500276395798784,"[[17, 7], [26, 24]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,rf_leaf3,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5540540540540541,0.5941666666666667,0.5500276395798784,"[[17, 7], [26, 24]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S3,extra_leaf3,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5,0.5541666666666667,0.4991768794585696,"[[17, 7], [30, 20]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,logistic_c0.1,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.78125,0.775,0.7702564102564102,"[[9, 3], [4, 16]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,logistic_c0.5,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.84375,0.825,0.8303287380699893,"[[9, 3], [2, 18]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,svc_linearish,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.78125,0.7083333333333334,0.7196495619524406,"[[5, 7], [0, 20]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,svc_rbf_c0.5,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.65625,0.675,0.6532019704433498,"[[9, 3], [8, 12]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,rf_leaf3,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.6875,0.7166666666666667,0.6862745098039216,"[[10, 2], [8, 12]]"
visual_cluster_agree,label_acacia_visual,embeddings,leave_area_out,SV_S4,extra_leaf3,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.625,0.6333333333333333,0.6190476190476191,"[[8, 4], [8, 12]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,logistic_c0.1,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6634615384615384,0.6636904761904762,0.662681864516727,"[[37, 19], [16, 32]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,logistic_c0.5,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.7019230769230769,0.7023809523809523,0.7012325085719582,"[[39, 17], [14, 34]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,svc_linearish,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.7019230769230769,0.7038690476190477,0.7016748403812343,"[[38, 18], [13, 35]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,svc_rbf_c0.5,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6346153846153846,0.6354166666666667,0.6340740740740741,"[[35, 21], [17, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,rf_leaf3,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6826923076923077,0.6785714285714286,0.6791023842917251,"[[41, 15], [18, 30]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,random,,extra_leaf3,240,104,"{""0"": 129, ""1"": 111}","{""0"": 56, ""1"": 48}",0.6730769230769231,0.6696428571428572,0.6700261291526689,"[[40, 16], [18, 30]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.1,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.5555555555555556,0.6094270486342439,0.5539589442815249,"[[36, 43], [9, 29]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.5,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.47863247863247865,0.5729513657561626,0.4761834862385321,"[[24, 55], [6, 32]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,svc_linearish,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.5811965811965812,0.6147568287808127,0.5751130215667384,"[[41, 38], [11, 27]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,svc_rbf_c0.5,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.6239316239316239,0.6190872751499001,0.6027777777777777,"[[50, 29], [15, 23]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,rf_leaf3,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.49572649572649574,0.5651232511658895,0.49572649572649574,"[[29, 50], [9, 29]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S1,extra_leaf3,227,117,"{""0"": 106, ""1"": 121}","{""0"": 79, ""1"": 38}",0.49572649572649574,0.5651232511658895,0.49572649572649574,"[[29, 50], [9, 29]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.1,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6694214876033058,0.6903361344537815,0.6692181519956261,"[[39, 31], [9, 42]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.5,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6942148760330579,0.6984593837535014,0.6921119592875318,"[[47, 23], [14, 37]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,svc_linearish,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.6859504132231405,0.6753501400560225,0.6761971830985916,"[[52, 18], [20, 31]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,svc_rbf_c0.5,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.5041322314049587,0.5634453781512605,0.4588550983899822,"[[13, 57], [3, 48]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,rf_leaf3,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.5867768595041323,0.6189075630252101,0.5819513543394141,"[[29, 41], [9, 42]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S2,extra_leaf3,223,121,"{""0"": 115, ""1"": 108}","{""0"": 70, ""1"": 51}",0.5371900826446281,0.5813725490196079,0.5198412698412698,"[[21, 49], [7, 44]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.1,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5540540540540541,0.5725,0.5439775910364145,"[[15, 9], [24, 26]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.5,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5945945945945946,0.6025,0.5795454545454546,"[[15, 9], [21, 29]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,svc_linearish,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5945945945945946,0.635,0.5898004434589801,"[[18, 6], [24, 26]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,svc_rbf_c0.5,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.527027027027027,0.5633333333333334,0.5227565874332043,"[[16, 8], [27, 23]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,rf_leaf3,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.5405405405405406,0.5841666666666667,0.5375,"[[17, 7], [27, 23]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S3,extra_leaf3,270,74,"{""0"": 161, ""1"": 109}","{""0"": 24, ""1"": 50}",0.4864864864864865,0.5549999999999999,0.48648648648648657,"[[18, 6], [32, 18]]"
