experiment,label,feature_set,split,holdout,model,n_train,n_test,train_counts,test_counts,accuracy,balanced_accuracy,macro_f1,confusion_matrix
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.1,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.75,0.7166666666666667,0.722943722943723,"[[7, 5], [3, 17]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.5,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.78125,0.7583333333333333,0.7624602332979852,"[[8, 4], [3, 17]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,svc_linearish,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.8125,0.75,0.7681159420289856,"[[6, 6], [0, 20]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,svc_rbf_c0.5,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.625,0.65,0.6235294117647059,"[[9, 3], [9, 11]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,rf_leaf3,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.65625,0.675,0.6532019704433498,"[[9, 3], [8, 12]]"
visual_cluster_agree,label_acacia_visual,embeddings_plus_area,leave_area_out,SV_S4,extra_leaf3,312,32,"{""0"": 173, ""1"": 139}","{""0"": 12, ""1"": 20}",0.65625,0.6583333333333333,0.6476476476476476,"[[8, 4], [7, 13]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,logistic_c0.1,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.7922077922077922,0.8112536847581064,0.7787356321839081,"[[120, 38], [10, 63]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,logistic_c0.5,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8225108225108225,0.8370903415987515,0.8087323545449039,"[[126, 32], [9, 64]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,svc_linearish,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8008658008658008,0.8175827986821571,0.7869687249398556,"[[122, 36], [10, 63]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,svc_rbf_c0.5,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.7705627705627706,0.8101699323738512,0.7619251336898396,"[[111, 47], [6, 67]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,rf_leaf3,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8008658008658008,0.7623114270851395,0.7661531690140846,"[[137, 21], [25, 48]]"
visual_or_species,label_acacia_visual_or_species,embeddings,random,,extra_leaf3,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8051948051948052,0.7765302583665684,0.7755102040816326,"[[135, 23], [22, 51]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,logistic_c0.1,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,logistic_c0.5,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,svc_linearish,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,svc_rbf_c0.5,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,rf_leaf3,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,A1,extra_leaf3,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,logistic_c0.1,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.4875,0.5906017579445572,0.46326296841760756,"[[22, 80], [2, 56]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,logistic_c0.5,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.46875,0.5758958755916159,0.4387355041063101,"[[19, 83], [2, 56]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,svc_linearish,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.51875,0.6039553752535497,0.5085955885285789,"[[30, 72], [5, 53]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,svc_rbf_c0.5,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.36875,0.501183231913455,0.28416389811738646,"[[2, 100], [1, 57]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,rf_leaf3,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.55,0.5206220419202163,0.52,"[[64, 38], [34, 24]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S1,extra_leaf3,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.425,0.5155510480054091,0.40404858299595137,"[[19, 83], [9, 49]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,logistic_c0.1,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.48366013071895425,0.5308823529411765,0.4037882898436344,"[[9, 76], [3, 65]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,logistic_c0.5,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.5359477124183006,0.5720588235294117,0.501902884130405,"[[21, 64], [7, 61]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,svc_linearish,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.6143790849673203,0.6367647058823529,0.6076752575079317,"[[37, 48], [11, 57]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,svc_rbf_c0.5,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.45751633986928103,0.5073529411764706,0.3589277601090414,"[[5, 80], [3, 65]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,rf_leaf3,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.49673202614379086,0.5308823529411765,0.46364671067607555,"[[19, 66], [11, 57]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S2,extra_leaf3,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.46405228758169936,0.5132352941176471,0.3704335608189482,"[[6, 79], [3, 65]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,logistic_c0.1,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6785714285714286,0.5203603603603604,0.45217391304347826,"[[2, 35], [1, 74]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,logistic_c0.5,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6428571428571429,0.5073873873873873,0.4696969696969697,"[[4, 33], [7, 68]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,svc_linearish,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6785714285714286,0.5272072072072073,0.47252747252747257,"[[3, 34], [2, 73]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,svc_rbf_c0.5,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6696428571428571,0.5,0.4010695187165775,"[[0, 37], [0, 75]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,rf_leaf3,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6071428571428571,0.5765765765765766,0.5722222222222222,"[[18, 19], [25, 50]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S3,extra_leaf3,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6160714285714286,0.5832432432432433,0.5795722391968573,"[[18, 19], [24, 51]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,logistic_c0.1,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.7457627118644068,0.698076923076923,0.7047047047047047,"[[11, 9], [6, 33]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,logistic_c0.5,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.7288135593220338,0.6852564102564103,0.6894736842105263,"[[11, 9], [7, 32]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,svc_linearish,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.8135593220338984,0.7493589743589744,0.7686274509803922,"[[11, 9], [2, 37]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,svc_rbf_c0.5,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.6610169491525424,0.5,0.3979591836734694,"[[0, 20], [0, 39]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,rf_leaf3,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.559322033898305,0.6057692307692308,0.5581797235023042,"[[15, 5], [21, 18]]"
visual_or_species,label_acacia_visual_or_species,embeddings,leave_area_out,SV_S4,extra_leaf3,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.6271186440677966,0.5961538461538461,0.5933583959899749,"[[10, 10], [12, 27]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,logistic_c0.1,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8008658008658008,0.8175827986821571,0.7869687249398556,"[[122, 36], [10, 63]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,logistic_c0.5,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8268398268398268,0.8439396566672447,0.8138597904915392,"[[126, 32], [8, 65]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,svc_linearish,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8008658008658008,0.8175827986821571,0.7869687249398556,"[[122, 36], [10, 63]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,svc_rbf_c0.5,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.7705627705627706,0.8101699323738512,0.7619251336898396,"[[111, 47], [6, 67]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,rf_leaf3,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8181818181818182,0.7749696549332408,0.783011272141707,"[[141, 17], [25, 48]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,random,,extra_leaf3,536,231,"{""0"": 368, ""1"": 168}","{""0"": 158, ""1"": 73}",0.8051948051948052,0.7765302583665684,0.7755102040816326,"[[135, 23], [22, 51]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,logistic_c0.1,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,logistic_c0.5,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,svc_linearish,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,svc_rbf_c0.5,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,rf_leaf3,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,A1,extra_leaf3,731,36,"{""0"": 491, ""1"": 240}","{""0"": 35, ""1"": 1}",0.9722222222222222,0.5,0.4929577464788732,"[[35, 0], [1, 0]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.1,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.46875,0.5610209601081813,0.45070479421624454,"[[23, 79], [6, 52]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,logistic_c0.5,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.475,0.5733603786342123,0.453125,"[[22, 80], [4, 54]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,svc_linearish,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.5125,0.599053414469236,0.5012787723785166,"[[29, 73], [5, 53]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,svc_rbf_c0.5,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.36875,0.501183231913455,0.28416389811738646,"[[2, 100], [1, 57]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,rf_leaf3,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.55625,0.52552400270453,0.5250637568460219,"[[65, 37], [34, 24]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S1,extra_leaf3,607,160,"{""0"": 424, ""1"": 183}","{""0"": 102, ""1"": 58}",0.43125,0.5130155510480054,0.417017017017017,"[[22, 80], [11, 47]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.1,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.47058823529411764,0.5176470588235293,0.3886943224979036,"[[8, 77], [4, 64]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,logistic_c0.5,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.5359477124183006,0.5720588235294117,0.501902884130405,"[[21, 64], [7, 61]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,svc_linearish,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.6209150326797386,0.6426470588235295,0.6149774383894482,"[[38, 47], [11, 57]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,svc_rbf_c0.5,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.47058823529411764,0.5205882352941177,0.3743752839618355,"[[6, 79], [2, 66]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,rf_leaf3,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.49019607843137253,0.5220588235294118,0.46204471691309057,"[[20, 65], [13, 55]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S2,extra_leaf3,614,153,"{""0"": 441, ""1"": 173}","{""0"": 85, ""1"": 68}",0.45751633986928103,0.5073529411764706,0.3589277601090414,"[[5, 80], [3, 65]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.1,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6785714285714286,0.5203603603603604,0.45217391304347826,"[[2, 35], [1, 74]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,logistic_c0.5,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6339285714285714,0.5007207207207207,0.46448979591836737,"[[4, 33], [8, 67]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,svc_linearish,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6875,0.5407207207207207,0.4963381729410253,"[[4, 33], [2, 73]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,svc_rbf_c0.5,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6696428571428571,0.5,0.4010695187165775,"[[0, 37], [0, 75]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,rf_leaf3,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6339285714285714,0.6102702702702703,0.6035569368902702,"[[20, 17], [24, 51]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S3,extra_leaf3,655,112,"{""0"": 489, ""1"": 166}","{""0"": 37, ""1"": 75}",0.6428571428571429,0.6032432432432433,0.6017069701280227,"[[18, 19], [21, 54]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.1,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.7457627118644068,0.6737179487179488,0.6844919786096257,"[[9, 11], [4, 35]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,logistic_c0.5,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.6949152542372882,0.6474358974358974,0.650657894736842,"[[10, 10], [8, 31]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,svc_linearish,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.8135593220338984,0.7371794871794872,0.7593622543566926,"[[10, 10], [1, 38]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,svc_rbf_c0.5,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.6610169491525424,0.5121794871794871,0.4412878787878788,"[[1, 19], [1, 38]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,rf_leaf3,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.559322033898305,0.5814102564102563,0.5530303030303031,"[[13, 7], [19, 20]]"
visual_or_species,label_acacia_visual_or_species,embeddings_plus_area,leave_area_out,SV_S4,extra_leaf3,708,59,"{""0"": 506, ""1"": 202}","{""0"": 20, ""1"": 39}",0.6271186440677966,0.583974358974359,0.583974358974359,"[[9, 11], [11, 28]]"
